151 	 270.00 	 19.80 	 1
152 	 273.50 	 18.45 	 2
153 	 238.50 	 11.90 	 2
154 	 313.50 	 5.75 	 2
155 	 255.00 	 6.40 	 2
156 	 280.00 	 13.60 	 2
157 	 261.00 	 29.25 	 2
158 	 257.00 	 26.70 	 2
159 	 222.50 	 18.90 	 2
160 	 208.50 	 16.50 	 2
161 	 196.00 	 14.90 	 2
162 	 189.50 	 10.35 	 2
163 	 282.00 	 11.60 	 2
164 	 249.50 	 7.40 	 2
165 	 125.00 	 6.65 	 2
166 	 56.00 	 4.70 	 2
167 	 91.00 	 6.35 	 2
168 	 231.00 	 4.45 	 2
169 	 216.00 	 3.25 	 2
170 	 112.00 	 6.75 	 2
171 	 103.50 	 6.10 	 2
172 	 264.50 	 9.15 	 2
173 	 287.00 	 6.00 	 2
174 	 185.00 	 7.65 	 2
175 	 32.00 	 7.00 	 2
176 	 122.50 	 2.90 	 2
177 	 182.50 	 5.65 	 2
178 	 293.50 	 4.95 	 2
179 	 187.50 	 5.05 	 2
180 	 31.00 	 9.70 	 2
181 	 33.50 	 9.85 	 2
182 	 71.00 	 8.45 	 2
183 	 86.00 	 8.05 	 2
184 	 72.00 	 8.15 	 2
185 	 82.00 	 4.30 	 2
186 	 10.00 	 7.00 	 2
187 	 33.50 	 8.85 	 2
188 	 113.50 	 6.00 	 2
189 	 61.00 	 7.40 	 2
190 	 68.50 	 8.15 	 2
191 	 118.50 	 8.10 	 2
192 	 196.00 	 7.10 	 2
193 	 87.50 	 3.25 	 2
194 	 91.00 	 7.80 	 2
195 	 77.00 	 8.15 	 2
196 	 99.50 	 3.30 	 2
197 	 139.50 	 3.70 	 2
198 	 126.00 	 3.70 	 2
199 	 116.00 	 7.90 	 2
200 	 100.00 	 8.65 	 2
201 	 110.00 	 7.00 	 2
202 	 112.50 	 5.65 	 2
203 	 230.00 	 3.30 	 2
204 	 176.00 	 1.40 	 2
205 	 118.50 	 5.95 	 2
206 	 174.50 	 2.65 	 2
207 	 150.00 	 2.25 	 2
208 	 158.50 	 2.40 	 2
209 	 -331.00 	 -497.35 	 2
210 	 56.00 	 6.10 	 2
211 	 48.50 	 7.70 	 2
212 	 97.00 	 6.10 	 2
213 	 170.00 	 5.10 	 2
214 	 219.50 	 3.45 	 2
215 	 98.50 	 2.70 	 2
216 	 117.00 	 2.65 	 2
217 	 170.00 	 9.75 	 2
218 	 126.00 	 3.30 	 2
219 	 283.50 	 4.30 	 2
220 	 268.50 	 3.05 	 2
221 	 95.00 	 3.05 	 2
222 	 69.50 	 4.45 	 2
223 	 162.50 	 8.90 	 2
224 	 131.00 	 8.15 	 2
225 	 106.00 	 11.55 	 2
226 	 131.00 	 11.00 	 2
227 	 117.50 	 8.30 	 2
228 	 98.50 	 8.30 	 2
229 	 174.50 	 3.75 	 2
230 	 211.00 	 4.45 	 2
231 	 131.00 	 5.20 	 2
232 	 68.50 	 2.65 	 2
233 	 129.50 	 5.20 	 2
234 	 168.50 	 4.15 	 2
235 	 262.00 	 5.10 	 2
236 	 181.00 	 5.30 	 2
237 	 176.00 	 5.45 	 2
238 	 248.50 	 3.00 	 2
239 	 235.00 	 3.55 	 2
240 	 129.50 	 3.00 	 2
241 	 61.00 	 4.95 	 2
242 	 66.00 	 6.15 	 2
243 	 75.00 	 5.60 	 1
