151 	 245.00 	 16.00 	 1
152 	 257.50 	 18.05 	 2
153 	 236.50 	 14.10 	 2
154 	 221.50 	 21.05 	 2
155 	 225.50 	 16.65 	 2
156 	 228.50 	 17.15 	 2
157 	 253.00 	 11.65 	 2
158 	 249.00 	 13.95 	 2
159 	 297.00 	 15.50 	 2
160 	 275.00 	 9.80 	 2
161 	 244.00 	 8.35 	 2
162 	 262.00 	 18.25 	 2
163 	 261.00 	 15.30 	 2
164 	 245.00 	 14.00 	 2
165 	 262.50 	 17.75 	 2
166 	 255.50 	 17.25 	 2
167 	 249.50 	 17.00 	 2
168 	 246.50 	 17.15 	 2
169 	 245.00 	 16.55 	 2
170 	 170.50 	 5.25 	 2
171 	 132.00 	 5.90 	 2
172 	 257.00 	 5.75 	 2
173 	 246.00 	 9.00 	 2
174 	 245.00 	 11.40 	 2
175 	 277.50 	 7.95 	 2
176 	 272.50 	 8.30 	 2
177 	 293.00 	 7.05 	 2
178 	 300.50 	 18.70 	 2
179 	 300.50 	 10.80 	 2
180 	 285.00 	 6.80 	 2
181 	 267.50 	 6.20 	 2
182 	 125.00 	 3.15 	 2
183 	 60.00 	 6.45 	 2
184 	 71.00 	 9.30 	 1
185 	 177.00 	 5.65 	 2
186 	 163.50 	 3.30 	 2
187 	 294.50 	 5.70 	 2
188 	 182.50 	 5.30 	 2
189 	 111.50 	 5.75 	 2
190 	 141.00 	 6.15 	 2
191 	 167.50 	 7.80 	 2
192 	 146.00 	 5.85 	 2
193 	 81.50 	 9.10 	 2
194 	 101.50 	 10.50 	 2
195 	 148.00 	 8.55 	 2
196 	 117.50 	 4.90 	 2
197 	 235.50 	 3.60 	 2
198 	 103.00 	 5.30 	 2
199 	 121.00 	 6.60 	 2
200 	 163.00 	 12.15 	 2
201 	 188.50 	 10.00 	 2
202 	 119.00 	 4.10 	 2
203 	 143.00 	 4.60 	 2
204 	 76.00 	 3.95 	 2
205 	 120.00 	 5.45 	 2
206 	 129.50 	 8.30 	 2
207 	 129.50 	 10.15 	 2
208 	 115.00 	 11.70 	 2
209 	 227.50 	 5.45 	 2
210 	 196.50 	 3.80 	 2
211 	 172.00 	 3.05 	 2
212 	 157.00 	 4.35 	 2
213 	 179.00 	 3.10 	 2
214 	 105.50 	 5.70 	 2
215 	 193.00 	 9.90 	 2
216 	 212.00 	 9.75 	 2
217 	 211.50 	 5.05 	 2
218 	 218.50 	 6.70 	 2
219 	 210.00 	 5.65 	 2
220 	 240.50 	 4.30 	 2
221 	 153.00 	 5.05 	 2
222 	 139.00 	 6.40 	 2
223 	 114.50 	 4.30 	 2
224 	 148.00 	 9.50 	 2
225 	 210.00 	 8.00 	 2
226 	 226.00 	 5.55 	 2
227 	 189.50 	 3.80 	 2
228 	 81.50 	 6.85 	 2
229 	 102.50 	 6.25 	 2
230 	 153.00 	 9.00 	 2
231 	 197.50 	 7.25 	 2
232 	 230.50 	 8.50 	 2
233 	 200.50 	 16.90 	 2
234 	 251.00 	 12.45 	 2
235 	 293.50 	 5.05 	 2
236 	 246.50 	 3.00 	 2
237 	 226.00 	 4.50 	 2
238 	 248.50 	 7.60 	 2
239 	 270.00 	 10.00 	 2
240 	 195.50 	 8.50 	 2
241 	 227.00 	 4.35 	 2
242 	 226.00 	 4.75 	 2
243 	 275.00 	 6.90 	 1
