153 	 197.00 	 13.90 	 1
154 	 227.00 	 20.35 	 2
155 	 245.50 	 18.90 	 2
156 	 267.50 	 22.30 	 2
157 	 288.00 	 28.75 	 2
158 	 280.00 	 7.60 	 2
159 	 241.50 	 13.10 	 2
160 	 266.00 	 14.95 	 2
161 	 293.50 	 9.80 	 2
162 	 257.50 	 11.00 	 2
163 	 267.50 	 16.70 	 2
164 	 265.00 	 8.30 	 2
165 	 244.00 	 6.30 	 2
166 	 230.00 	 5.70 	 2
167 	 256.00 	 5.25 	 2
168 	 204.50 	 4.15 	 2
169 	 197.00 	 4.60 	 2
170 	 219.00 	 8.40 	 2
171 	 279.50 	 7.50 	 2
172 	 181.00 	 6.20 	 2
173 	 248.50 	 6.70 	 2
174 	 274.00 	 6.40 	 2
175 	 234.50 	 8.70 	 2
176 	 245.00 	 8.90 	 2
177 	 197.00 	 7.80 	 2
178 	 226.00 	 6.90 	 1
179 	 222.50 	 6.30 	 2
180 	 81.50 	 7.00 	 2
181 	 72.00 	 7.15 	 2
182 	 65.00 	 7.15 	 2
183 	 125.00 	 6.65 	 2
184 	 84.00 	 5.40 	 2
185 	 42.50 	 8.80 	 2
186 	 67.50 	 8.45 	 2
187 	 117.00 	 5.80 	 2
188 	 181.00 	 1.95 	 2
189 	 163.50 	 5.45 	 2
190 	 88.00 	 6.60 	 2
191 	 126.50 	 5.75 	 2
192 	 67.00 	 8.00 	 1
193 	 218.50 	 8.75 	 2
194 	 217.50 	 6.30 	 2
195 	 173.00 	 5.05 	 2
196 	 222.00 	 5.85 	 2
197 	 231.50 	 5.00 	 2
198 	 244.00 	 5.65 	 2
199 	 191.00 	 3.00 	 2
200 	 92.00 	 3.70 	 2
201 	 100.00 	 10.45 	 2
202 	 147.00 	 2.50 	 2
203 	 200.00 	 2.10 	 2
204 	 98.50 	 4.60 	 2
205 	 54.50 	 6.75 	 2
206 	 103.00 	 10.80 	 2
207 	 142.00 	 7.85 	 2
208 	 297.50 	 6.25 	 2
209 	 280.50 	 5.90 	 2
210 	 224.00 	 3.80 	 2
211 	 171.50 	 3.65 	 2
212 	 155.00 	 4.80 	 1
213 	 75.00 	 6.90 	 1
214 	 75.00 	 6.70 	 2
215 	 91.50 	 8.40 	 2
216 	 116.00 	 6.40 	 2
217 	 202.50 	 5.30 	 2
218 	 150.00 	 5.05 	 2
219 	 151.00 	 5.10 	 2
220 	 93.00 	 6.50 	 2
221 	 154.50 	 4.85 	 2
222 	 189.00 	 1.85 	 2
223 	 185.00 	 2.55 	 2
224 	 178.50 	 3.75 	 2
225 	 151.50 	 5.75 	 2
226 	 119.00 	 6.15 	 2
227 	 157.50 	 4.95 	 2
228 	 206.50 	 5.45 	 2
229 	 305.50 	 6.00 	 2
230 	 304.50 	 8.00 	 2
231 	 299.00 	 8.70 	 2
232 	 303.00 	 7.25 	 2
233 	 235.00 	 7.10 	 2
234 	 92.50 	 7.00 	 2
235 	 72.50 	 4.80 	 2
236 	 84.50 	 7.70 	 2
237 	 106.50 	 9.15 	 2
238 	 141.00 	 5.80 	 2
239 	 238.50 	 6.10 	 2
240 	 268.50 	 3.15 	 2
241 	 60.50 	 11.85 	 2
242 	 87.50 	 16.30 	 2
243 	 130.00 	 10.40 	 2
244 	 146.00 	 5.90 	 1
