151 	 258.00 	 10.60 	 1
152 	 264.50 	 8.30 	 2
153 	 255.50 	 10.60 	 2
154 	 226.50 	 10.05 	 2
155 	 207.50 	 16.00 	 2
156 	 229.50 	 22.75 	 2
157 	 229.00 	 28.65 	 2
158 	 240.50 	 21.25 	 2
159 	 236.00 	 22.00 	 2
160 	 220.00 	 26.30 	 2
161 	 240.50 	 20.85 	 2
162 	 236.50 	 24.00 	 2
163 	 229.50 	 23.50 	 2
164 	 216.50 	 24.05 	 2
165 	 223.50 	 27.70 	 2
166 	 238.50 	 23.10 	 2
167 	 216.50 	 22.05 	 2
168 	 212.50 	 28.70 	 2
169 	 205.00 	 19.10 	 2
170 	 158.00 	 9.30 	 2
171 	 252.00 	 10.45 	 2
172 	 239.50 	 11.85 	 2
173 	 192.00 	 9.40 	 2
174 	 175.00 	 7.80 	 2
175 	 181.50 	 7.85 	 2
176 	 169.00 	 8.30 	 2
177 	 218.00 	 8.65 	 2
178 	 194.00 	 6.80 	 2
179 	 164.00 	 4.20 	 2
180 	 100.00 	 6.35 	 2
181 	 97.00 	 7.85 	 2
182 	 119.50 	 5.05 	 2
183 	 200.50 	 6.55 	 2
184 	 281.00 	 2.80 	 2
185 	 245.00 	 5.10 	 2
186 	 213.50 	 4.10 	 2
187 	 250.00 	 5.40 	 2
188 	 278.00 	 6.40 	 2
189 	 146.00 	 3.80 	 2
190 	 179.50 	 7.90 	 2
191 	 163.50 	 10.95 	 2
192 	 151.00 	 8.80 	 2
193 	 133.00 	 5.00 	 2
194 	 181.00 	 5.80 	 2
195 	 205.50 	 7.25 	 2
196 	 160.50 	 6.35 	 2
197 	 181.00 	 4.65 	 2
198 	 81.00 	 10.25 	 2
199 	 103.50 	 13.90 	 2
200 	 153.50 	 7.40 	 2
201 	 275.50 	 4.55 	 2
202 	 289.50 	 5.65 	 2
203 	 275.00 	 3.85 	 2
204 	 166.50 	 4.85 	 2
205 	 139.00 	 5.90 	 2
206 	 152.50 	 4.90 	 2
207 	 278.50 	 4.15 	 2
208 	 271.50 	 4.35 	 2
209 	 252.50 	 6.45 	 2
210 	 277.00 	 9.10 	 2
211 	 262.50 	 6.95 	 2
212 	 248.50 	 4.60 	 2
213 	 224.00 	 4.00 	 2
214 	 163.00 	 5.35 	 2
215 	 143.50 	 5.85 	 2
216 	 96.50 	 7.70 	 2
217 	 149.00 	 8.25 	 2
218 	 239.50 	 9.30 	 2
219 	 240.00 	 17.05 	 2
220 	 244.00 	 11.55 	 2
221 	 235.50 	 7.10 	 2
222 	 187.50 	 4.05 	 2
223 	 145.00 	 5.90 	 2
224 	 133.00 	 5.60 	 2
225 	 198.00 	 8.35 	 2
226 	 292.00 	 9.20 	 2
227 	 272.50 	 9.00 	 2
228 	 244.50 	 8.75 	 2
229 	 248.00 	 6.10 	 2
230 	 253.00 	 6.90 	 2
231 	 164.00 	 3.55 	 2
232 	 82.00 	 7.40 	 2
233 	 75.67 	 9.82 	 3
234 	 167.00 	 12.55 	 2
235 	 203.50 	 9.15 	 2
236 	 220.50 	 7.45 	 2
237 	 271.00 	 6.60 	 2
238 	 157.00 	 4.20 	 2
239 	 69.00 	 8.25 	 2
240 	 40.00 	 9.75 	 2
241 	 47.50 	 8.95 	 2
242 	 73.00 	 7.95 	 2
243 	 104.00 	 7.50 	 1
