121 	 0.57 
122 	 0.81 
123 	 0.63 
124 	 0.72 
125 	 0.72 
126 	 0.78 
127 	 0.68 
128 	 1.01 
129 	 0.87 
130 	 0.94 
131 	 1.21 
132 	 0.92 
133 	 0.47 
134 	 0.53 
135 	 0.66 
136 	 0.56 
137 	 0.62 
138 	 0.58 
139 	 0.39 
140 	 0.47 
141 	 0.86 
142 	 1.04 
143 	 1.11 
144 	 0.96 
145 	 1.50 
146 	 1.87 
147 	 1.64 
148 	 1.58 
149 	 1.64 
150 	 2.37 
151 	 1.86 
152 	 1.54 
153 	 1.11 
154 	 0.94 
155 	 1.19 
156 	 0.76 
157 	 0.79 
158 	 0.41 
159 	 0.78 
160 	 1.29 
161 	 1.28 
162 	 1.47 
163 	 2.42 
164 	 2.20 
165 	 2.63 
166 	 1.88 
167 	 1.08 
168 	 1.92 
169 	 2.48 
170 	 2.17 
171 	 1.89 
172 	 1.77 
173 	 1.99 
174 	 2.04 
175 	 1.78 
176 	 1.57 
177 	 1.89 
178 	 1.79 
179 	 1.67 
180 	 1.80 
181 	 2.17 
182 	 1.75 
183 	 1.88 
184 	 2.63 
185 	 3.43 
186 	 4.12 
187 	 4.38 
188 	 4.12 
189 	 4.18 
190 	 3.90 
191 	 3.87 
192 	 3.90 
193 	 4.03 
194 	 3.89 
195 	 4.06 
196 	 4.30 
197 	 4.29 
198 	 3.86 
199 	 3.10 
200 	 3.00 
202 	 3.11 
203 	 2.71 
204 	 3.23 
205 	 4.02 
206 	 2.76 
207 	 3.82 
208 	 3.38 
209 	 3.76 
210 	 3.82 
211 	 3.42 
212 	 3.31 
213 	 3.85 
214 	 4.20 
215 	 4.45 
216 	 3.48 
217 	 3.04 
218 	 1.75 
219 	 2.24 
220 	 2.40 
221 	 3.17 
222 	 3.49 
223 	 3.64 
224 	 3.98 
225 	 4.65 
226 	 4.31 
227 	 4.14 
228 	 4.24 
229 	 3.86 
230 	 3.87 
231 	 3.92 
232 	 3.96 
233 	 3.12 
234 	 3.73 
235 	 3.21 
236 	 2.53 
237 	 2.68 
238 	 3.98 
239 	 3.98 
240 	 3.21 
241 	 2.30 
242 	 1.75 
242 	 1.87
