122 	 1.42 
123 	 0.97 
124 	 0.77 
125 	 0.92 
126 	 0.87 
127 	 0.77 
128 	 0.70 
129 	 0.44 
130 	 0.60 
131 	 1.58 
132 	 1.56 
133 	 1.04 
134 	 0.67 
135 	 0.72 
136 	 0.59 
137 	 0.98 
138 	 1.08 
139 	 0.94 
140 	 1.03 
141 	 0.84 
142 	 0.62 
143 	 0.56 
144 	 0.60 
145 	 0.83 
146 	 1.21 
147 	 1.28 
148 	 1.08 
149 	 0.35 
150 	 0.43 
151 	 0.42 
152 	 0.49 
153 	 0.76 
154 	 0.93 
155 	 0.95 
156 	 0.90 
157 	 0.92 
158 	 0.99 
159 	 0.82 
160 	 0.63 
161 	 0.64 
162 	 0.63 
163 	 1.14 
164 	 1.30 
165 	 0.88 
166 	 0.86 
167 	 1.14 
168 	 1.09 
169 	 2.10 
170 	 1.76 
171 	 1.27 
172 	 0.59 
173 	 0.51 
174 	 1.14 
175 	 1.83 
176 	 2.22 
177 	 3.25 
178 	 3.67 
179 	 3.48 
180 	 3.16 
181 	 3.08 
182 	 3.01 
183 	 2.75 
184 	 2.82 
185 	 3.21 
186 	 4.03 
187 	 4.18 
188 	 2.67 
189 	 2.80 
190 	 2.46 
191 	 3.53 
192 	 3.38 
193 	 3.55 
194 	 3.92 
195 	 3.94 
196 	 4.36 
197 	 4.32 
198 	 4.00 
199 	 3.75 
200 	 3.23 
201 	 2.77 
202 	 3.11 
203 	 3.74 
204 	 4.16 
205 	 4.36 
206 	 4.14 
207 	 4.12 
208 	 3.37 
209 	 3.53 
210 	 3.54 
211 	 4.58 
212 	 4.59 
213 	 3.83 
214 	 3.64 
215 	 3.28 
216 	 3.07 
217 	 2.76 
218 	 2.93 
219 	 3.75 
220 	 3.68 
221 	 3.32 
222 	 3.85 
223 	 3.00 
224 	 2.60 
225 	 3.30 
226 	 2.62 
227 	 3.02 
228 	 3.40 
229 	 4.00 
230 	 4.36 
231 	 4.80 
232 	 4.40 
233 	 4.17 
234 	 4.23 
235 	 4.54 
236 	 4.62 
237 	 3.99 
238 	 3.29 
239 	 3.27 
240 	 3.53 
241 	 3.60 
242 	 2.53 
243 	 2.28 
243 	 3.07
