121 	 0.52 
122 	 0.76 
123 	 0.86 
124 	 0.56 
125 	 0.45 
126 	 0.51 
127 	 0.48 
128 	 0.87 
129 	 0.92 
130 	 0.75 
131 	 0.49 
132 	 0.69 
133 	 0.54 
134 	 0.73 
135 	 0.78 
136 	 0.80 
137 	 0.86 
138 	 0.98 
139 	 1.18 
140 	 1.03 
141 	 0.80 
142 	 0.98 
143 	 0.88 
144 	 1.04 
145 	 0.52 
146 	 0.68 
147 	 0.76 
148 	 0.79 
149 	 1.28 
150 	 1.04 
151 	 0.93 
152 	 1.05 
153 	 1.36 
154 	 1.24 
155 	 1.55 
156 	 1.70 
157 	 1.58 
158 	 1.66 
159 	 1.15 
160 	 1.27 
161 	 1.38 
162 	 1.95 
163 	 1.61 
164 	 1.00 
165 	 1.17 
166 	 1.11 
167 	 1.08 
168 	 0.91 
169 	 0.76 
170 	 0.57 
171 	 0.87 
172 	 1.46 
173 	 1.27 
174 	 0.68 
175 	 1.15 
176 	 2.16 
177 	 2.46 
178 	 1.52 
179 	 1.19 
180 	 1.66 
181 	 2.07 
182 	 2.62 
183 	 3.02 
184 	 3.00 
185 	 2.06 
186 	 1.42 
187 	 1.50 
188 	 1.76 
189 	 2.32 
190 	 3.03 
191 	 3.55 
192 	 4.02 
193 	 4.22 
194 	 3.87 
195 	 3.79 
196 	 4.25 
197 	 4.03 
198 	 4.13 
199 	 4.30 
200 	 3.99 
201 	 4.33 
202 	 3.93 
203 	 4.23 
204 	 4.53 
205 	 4.38 
206 	 3.82 
207 	 4.13 
208 	 4.53 
209 	 4.87 
210 	 4.98 
211 	 4.97 
212 	 4.72 
213 	 4.64 
214 	 4.11 
215 	 3.95 
216 	 2.95 
217 	 2.89 
218 	 3.08 
219 	 3.51 
220 	 4.02 
221 	 3.32 
222 	 3.13 
223 	 3.16 
224 	 3.62 
225 	 3.54 
226 	 3.16 
227 	 3.26 
228 	 4.21 
229 	 4.40 
230 	 4.47 
231 	 3.73 
232 	 3.19 
233 	 3.30 
234 	 4.65 
235 	 4.36 
236 	 4.03 
237 	 4.08 
238 	 4.21 
239 	 4.27 
240 	 4.16 
241 	 3.44 
242 	 2.95 
242 	 2.70
