121 	 0.80 
122 	 0.60 
123 	 0.62 
124 	 0.46 
125 	 0.83 
126 	 1.26 
127 	 1.55 
128 	 1.08 
129 	 1.35 
130 	 1.28 
131 	 1.45 
132 	 1.52 
133 	 1.32 
134 	 1.23 
135 	 1.43 
136 	 1.36 
137 	 0.87 
138 	 0.79 
139 	 0.98 
140 	 1.01 
141 	 0.95 
142 	 0.64 
143 	 0.98 
144 	 0.95 
145 	 0.91 
146 	 0.85 
147 	 0.62 
148 	 0.77 
149 	 0.90 
150 	 1.40 
151 	 1.60 
152 	 1.72 
153 	 1.37 
154 	 1.55 
155 	 0.95 
156 	 1.58 
157 	 0.77 
158 	 1.06 
159 	 1.23 
160 	 1.24 
161 	 1.24 
162 	 1.30 
163 	 1.30 
164 	 1.49 
165 	 1.97 
166 	 2.46 
167 	 2.76 
168 	 2.16 
169 	 1.03 
170 	 0.57 
171 	 0.72 
172 	 0.55 
173 	 0.84 
174 	 0.80 
175 	 0.86 
176 	 1.01 
177 	 0.83 
178 	 0.89 
179 	 1.67 
180 	 1.86 
181 	 2.48 
182 	 2.99 
183 	 3.36 
184 	 3.40 
185 	 3.02 
186 	 3.26 
187 	 4.02 
188 	 3.73 
189 	 3.61 
190 	 3.80 
191 	 4.28 
192 	 4.52 
193 	 4.25 
194 	 4.04 
195 	 4.23 
196 	 4.11 
197 	 3.84 
198 	 4.56 
199 	 3.75 
200 	 3.47 
201 	 4.26 
202 	 4.62 
203 	 4.42 
204 	 4.20 
205 	 4.05 
206 	 4.35 
207 	 4.77 
208 	 4.39 
209 	 4.35 
210 	 3.13 
211 	 2.64 
212 	 3.27 
213 	 3.76 
214 	 4.22 
215 	 4.33 
216 	 3.50 
217 	 3.81 
218 	 3.97 
219 	 3.99 
220 	 2.58 
221 	 1.95 
222 	 2.03 
223 	 2.22 
224 	 3.00 
225 	 2.47 
226 	 2.14 
227 	 3.18 
228 	 3.37 
229 	 3.26 
230 	 3.29 
231 	 3.36 
232 	 3.35 
233 	 3.79 
234 	 3.84 
235 	 3.46 
236 	 3.46 
237 	 4.04 
238 	 4.67 
239 	 4.34 
240 	 3.02 
241 	 4.04 
242 	 4.93 
242 	 4.78
