121 	 0.26 
122 	 0.24 
123 	 0.24 
124 	 0.34 
125 	 0.47 
126 	 0.61 
127 	 0.54 
128 	 0.47 
129 	 0.47 
130 	 1.30 
131 	 0.98 
132 	 0.93 
133 	 0.81 
134 	 0.84 
135 	 0.74 
136 	 0.61 
137 	 0.66 
138 	 1.18 
139 	 1.67 
140 	 1.15 
141 	 0.97 
142 	 1.10 
143 	 0.96 
144 	 0.82 
145 	 0.49 
146 	 0.65 
147 	 0.79 
148 	 1.00 
149 	 1.16 
150 	 1.20 
151 	 0.69 
152 	 1.01 
153 	 0.86 
154 	 0.92 
155 	 0.89 
156 	 0.89 
157 	 0.90 
158 	 1.06 
159 	 0.74 
160 	 0.53 
161 	 0.64 
162 	 0.69 
163 	 0.64 
164 	 0.78 
165 	 0.54 
166 	 0.79 
167 	 1.03 
168 	 0.85 
169 	 1.47 
170 	 1.32 
171 	 1.04 
172 	 1.15 
173 	 0.91 
174 	 1.03 
175 	 1.32 
176 	 1.53 
177 	 1.69 
178 	 1.92 
179 	 1.58 
180 	 2.08 
181 	 3.01 
182 	 2.59 
183 	 1.89 
184 	 2.72 
185 	 3.62 
186 	 4.05 
187 	 3.76 
188 	 3.35 
189 	 3.58 
190 	 3.44 
191 	 3.85 
192 	 3.64 
193 	 4.03 
194 	 3.53 
195 	 1.31 
196 	 0.91 
197 	 1.13 
198 	 2.27 
199 	 3.56 
200 	 3.73 
201 	 4.01 
202 	 4.35 
203 	 3.99 
204 	 3.75 
205 	 4.69 
206 	 4.76 
207 	 4.60 
208 	 3.56 
209 	 3.22 
210 	 3.82 
211 	 4.08 
212 	 4.11 
213 	 4.22 
214 	 4.03 
215 	 3.67 
216 	 3.67 
217 	 3.55 
218 	 3.63 
219 	 3.86 
220 	 4.50 
221 	 4.53 
222 	 4.34 
223 	 4.62 
224 	 4.69 
225 	 4.67 
226 	 4.03 
227 	 4.10 
228 	 4.40 
229 	 4.58 
230 	 4.05 
231 	 4.06 
232 	 4.21 
233 	 3.59 
234 	 3.63 
235 	 3.61 
236 	 3.37 
237 	 3.35 
238 	 3.62 
239 	 3.33 
240 	 3.36 
241 	 2.89 
242 	 2.81 
242 	 3.06
